관리번호,사업장명,인허가일자,소재지도로명주소,소재지지번주소,소재지우편번호,위도,경도,통합영업상태명,영업상태명,소재지시설전화번호,소재지면적정보,X좌표값,Y좌표값,영업장주변구분명,급수시설구분명,다중이용업소여부,시설총규모정보,카테고리
3770000-101-2020-00016,돈치킨,20200110,"경기도 수원시 팔달구 화양로68번길 61, 1층 (화서동)",경기도 수원시 팔달구 화서동 211-1,16438.0,37.2818225509,126.9973203745,영업/정상,영업,031-246-2888,78.72,199690.392754061,419986.577194001,,,N,78.72,치킨
3760000-101-2011-00211,돈치킨,20111102,"경기도 수원시 권선구 금곡로140번길 29, 상가동 (금곡동, 수원호매실휴먼시아8단지 106호,107호일부)","경기도 수원시 권선구 금곡동 306 수원호매실휴먼시아8단지 106호,107호일부 상가동",16387.0,37.2723530623,126.9457471391,영업/정상,영업,031-295-9977,46.31,195227.189105918,418985.072055477,아파트지역,상수도전용,N,46.31,치킨
3770000-101-2024-00165,돈치킨 인계직영점,20240524,"경기도 수원시 팔달구 권선로 753, 트윈파크비동 1층 108,109호 (인계동)",경기도 수원시 팔달구 인계동 1134-9 트윈파크비동,16491.0,37.2576699733,127.03372531,영업/정상,영업,,59.73,202920.651164355,417303.420508186,,상수도전용,N,59.73,치킨
5610000-101-2013-00210,돈치킨호프,20130816,"경기도 수원시 영통구 봉영로1482번길 25, 1층 (영통동)",경기도 수원시 영통구 영통동 985-6,16695.0,37.2452673076,127.0671086835,영업/정상,영업,031-204-1282,46.15,205882.13852212,415929.162244183,,상수도전용,N,46.15,치킨
5610000-101-2002-00274,돈카냉면&파스타,20020417,"경기도 수원시 영통구 동수원로507번길 10, 1층 (매탄동)",경기도 수원시 영통구 매탄동 101-5,16531.0,37.273221247,127.0458900884,영업/정상,영업,031-214-3392,68.24,203998.746412332,419033.258747667,,상수도전용,N,68.24,한식
5610000-101-2021-00114,돈카츠 마켙 광교점,20210331,"경기도 수원시 영통구 센트럴타운로 107, 204동 B1층 B-05호 (이의동, 광교푸르지오 월드마크, 월드스퀘어)","경기도 수원시 영통구 이의동 1331 광교푸르지오 월드마크,  월드스퀘어",16507.0,37.2917159371,127.0477533234,영업/정상,영업,,35.60,204219.521658448,421105.173167299,,,N,35.6,양식
3750000-101-2012-00151,돈카츠마켙 장안구청점,20121130,경기도 수원시 장안구 정조로945번길 21 (영화동),경기도 수원시 장안구 영화동 342-1,16271.0,37.2912537971,127.0108750578,영업/정상,영업,031-248-7787,26.60,200894.093319173,421030.940385131,,,N,26.6,양식
3760000-101-2022-00116,돈카츠한식당,20220524,"경기도 수원시 권선구 삼천병마로 1588, 1층 102호 (오목천동)",경기도 수원시 권선구 오목천동 472-40,16635.0,37.2441682779,126.9637455547,영업/정상,영업,,57.20,196718.895468693,415814.118311426,,,N,57.2,분식
5610000-101-2005-00055,돈타임앤조이수원매탄점,20050428,"경기도 수원시 영통구 산남로73번길 30 (매탄동,1층)",경기도 수원시 영통구 매탄동 199-5 1층,16524.0,37.2699291292,127.0477144811,영업/정상,영업,031-216-3292,126.43,204160.995526158,418668.05237664,,,N,126.43,기타
3770000-101-2005-00306,돈통 마늘 보쌈,20051214,경기도 수원시 팔달구 향교로 31-2 (매산로2가),경기도 수원시 팔달구 매산로2가 27-28,16455.0,37.2687646175,127.0045014863,영업/정상,영업,031-242-5122,117.46,200328.164798369,418535.487806877,,상수도전용,Y,117.46,한식
5610000-101-2019-00369,돈통마늘보쌈 매탄점,20191111,"경기도 수원시 영통구 매탄로65번길 5, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1165-1,16546.0,37.2568786676,127.0411391289,영업/정상,영업,031-221-1717,47.89,203576.396083717,417214.002577663,,,N,47.89,한식
3760000-101-2020-00140,돈풍,20200605,"경기도 수원시 권선구 상탑로 126, 1층 (서둔동)",경기도 수원시 권선구 서둔동 144-3,16615.0,37.2708803824,126.984907283,영업/정상,영업,,139.50,198590.069265024,418766.776629843,,상수도전용,N,139.5,기타
3760000-101-2012-00172,돌고래수산,20120824,경기도 수원시 권선구 오목천로 161 (고색동),경기도 수원시 권선구 고색동 432-1,16641.0,37.2454391955,126.97785309,영업/정상,영업,031-297-4988,255.95,197962.383230682,415954.620607175,주택가주변,상수도전용,N,255.95,일식
5610000-101-2020-00363,돌돌마리 김밥,20200908,"경기도 수원시 영통구 동수원로 535, 103,104호 (원천동)",경기도 수원시 영통구 원천동 87,16503.0,37.2740706081,127.0487838172,영업/정상,영업,,60.00,204255.308252953,419125.066123418,,,N,60.0,기타
5610000-101-2000-00399,돌돌말이국수,20001116,경기도 수원시 영통구 중부대로 283-5 (원천동),경기도 수원시 영통구 원천동 75-3,16503.0,37.2742796999,127.0468876086,영업/정상,영업,,28.63,204084.947524362,419147.182546575,,,N,28.63,한식
3760000-101-2016-00111,돌섬낙지,20160517,"경기도 수원시 권선구 경수대로338번길 32, 1층 101,102호 (권선동, 동신쉐르빌 비동)",경기도 수원시 권선구 권선동 1057-9 동신쉐르빌 비동,16566.0,37.2561351507,127.0240479875,영업/정상,영업,,143.04,202062.342186637,417133.492505142,기타,상수도전용,N,143.04,양식
3750000-101-2022-00170,돌쇠삼겹살 마당쇠막창,20221018,"경기도 수원시 장안구 월드컵로 424, 1층 102호 (연무동)",경기도 수원시 장안구 연무동 249-29 태영빌딩,16220.0,37.2935326685,127.0259787049,영업/정상,영업,,51.03,202231.852156686,421284.441512351,,상수도전용,N,51.03,기타
5750000-101-2021-00056,돌쇠와쫄순이,20210120,"경기도 화성시 효행구 효행로 241, 남수원씨티프라자 1층 122호 (기안동)",경기도 화성시 효행구 기안동  338-3 남수원씨티프라자 122호,18337.0,37.226053054,126.9724069865,영업/정상,영업,,60.30,197477.250805128,413796.17534958,,상수도전용,N,60.3,한식
3770000-101-2020-00245,돌장각,20200924,"경기도 수원시 팔달구 덕영대로 924, AK플라자 6층 (매산로1가)",경기도 수원시 팔달구 매산로1가 18 AK플라자,16622.0,37.2656360259,127.000033255,영업/정상,영업,031-240-1684,125.20,199920.194662903,418246.927112644,,,Y,125.2,한식
3770000-101-1997-00033,돌판짜장 짜마 수원행궁동본점,19971121,"경기도 수원시 팔달구 화서문로 39, 2층 (장안동)",경기도 수원시 팔달구 장안동 311-3,16250.0,37.2852383502,127.0122902948,영업/정상,영업,031-224-5564,71.82,201017.918852309,420364.964258534,,상수도전용,N,71.82,중식
3760000-101-2020-00224,돌하르방식당 수원본점,20200813,"경기도 수원시 권선구 금곡로 225, 딜라이트2 1층 123, 124호 (금곡동)",경기도 수원시 권선구 금곡동 1115-4,16391.0,37.2751534898,126.9548292556,영업/정상,영업,,116.69,195920.279721684,419244.491632156,,,N,116.69,한식
3770000-101-2010-00042,돗가비쭈꾸미 화서점,20100304,"경기도 수원시 팔달구 수성로157번길 49-4, 1층 (화서동)",경기도 수원시 팔달구 화서동 676-6,16321.0,37.2882939711,126.988771004,영업/정상,영업,,110.91,198933.151258496,420701.053681045,,,N,110.91,한식
3770000-101-2019-00076,동가네식당,20190401,"경기도 수원시 팔달구 중부대로 96-19, 102동 107호 (인계동, 희성 연인 주상복합)",경기도 수원시 팔달구 인계동 1168 희성 연인 주상복합 102동 107호,16471.0,37.2769646115,127.0281130026,영업/정상,영업,,119.70,202415.047179771,419406.483165722,,상수도전용,N,119.7,한식
3750000-101-2011-00041,동강맑은송어,20110317,경기도 수원시 장안구 조원로111번길 39 (조원동),경기도 수원시 장안구 조원동 759-17,16285.0,37.3007004401,127.0130818624,영업/정상,영업,031-245-3545,124.00,201088.009210858,422080.868232319,기타,상수도전용,N,124.0,한식
3760000-101-1995-00163,동경,19951009,경기도 수원시 권선구 경수대로384번길 61 (권선동),경기도 수원시 권선구 권선동 1017-18,16571.0,37.2598189088,127.0278140026,영업/정상,영업,031-232-1122,102.52,202393.846356903,417538.73803131,기타,상수도전용,N,102.52,중식
3750000-101-2026-00034,동경규동 수원SK스카이뷰,20260225,"경기도 수원시 장안구 이목로 24-3, SKY PLAZA 1층 103호 (정자동)",경기도 수원시 장안구 정자동 600-28 SKY PLAZA,16336.0,37.3096213713,126.9847446701,영업/정상,영업,,50.40,198580.177391346,423071.097411366,,상수도전용,N,50.4,일식
5610000-101-2016-00202,동경당,20160804,"경기도 수원시 영통구 대학1로54번길 11, 1층 (이의동)",경기도 수원시 영통구 이의동 1262-14,16226.0,37.2991613599,127.0453844007,영업/정상,영업,031-214-3121,142.16,203955.374374502,421911.881602546,,,N,142.16,한식
3760000-101-2023-00169,동궁찜닭,20230510,"경기도 수원시 권선구 금곡로197번길 28, 에이스카운티포유 111호 (금곡동)",경기도 수원시 권선구 금곡동 1110 에이스카운티포유,16391.0,37.2747888876,126.9520007153,영업/정상,영업,,40.47,195670.827703125,419205.417659781,,,N,40.47,한식
3760000-101-2023-00024,동궁찜닭 권선인계점,20230127,"경기도 수원시 권선구 권광로 69, 1층 일부호 (권선동)",경기도 수원시 권선구 권선동 1065-2,16582.0,37.2542068584,127.0287285998,영업/정상,영업,,52.00,202475.936242422,416919.730844067,,상수도전용,N,52.0,한식
3750000-101-2025-00053,동궁찜닭 수원정자점,20250312,"경기도 수원시 장안구 장안로 99-2, 1층 일부호 (정자동)",경기도 수원시 장안구 정자동 46-41,16314.0,37.2929622368,127.0012289147,영업/정상,영업,,45.00,200038.340983466,421218.772926215,주택가주변,상수도전용,N,45.0,한식
3770000-101-2020-00169,동그라미,20200720,"경기도 수원시 팔달구 매산로 8-3, 1층 (매산로1가)",경기도 수원시 팔달구 매산로1가 58-30,16461.0,37.2668364736,127.0025516793,영업/정상,영업,,62.27,200155.35919007,418322.34635863,,,N,62.27,기타
3770000-101-2017-00014,동근이숯불두마리치킨 수원인계점,20170124,"경기도 수원시 팔달구 경수대로 563, 1층 (인계동)",경기도 수원시 팔달구 인계동 953 1층,16482.0,37.2762502477,127.0298094339,영업/정상,영업,,123.91,202574.665474647,419366.171613031,,상수도전용,N,123.91,치킨
3770000-101-2024-00069,동근이숯불두마리치킨 수원인계점,20240306,"경기도 수원시 팔달구 장다리로 195, 엠에스써밋 1층 (인계동)",경기도 수원시 팔달구 인계동 982-11 엠에스써밋,16476.0,37.2674867755,127.0248111588,영업/정상,영업,,33.00,202128.793991015,418395.229959186,,상수도전용,N,33.0,치킨
3750000-101-2013-00003,동근이숯불두마리치킨 수원정자점,20130107,"경기도 수원시 장안구 송정로47번길 4, 1층 (송죽동)",경기도 수원시 장안구 송죽동 398-31,16306.0,37.2962755132,127.0024594288,영업/정상,영업,,36.77,200148.771338155,421587.508096406,,,N,36.77,치킨
3760000-101-2020-00353,동근이숯불두마리치킨(오목고색점),20201208,"경기도 수원시 권선구 서수원로183번길 3, 1층 (오목천동)",경기도 수원시 권선구 오목천동 227-2,16636.0,37.2431995409,126.9688035542,영업/정상,영업,,36.50,197158.514500397,415698.522272363,,상수도전용,N,36.5,치킨
3760000-101-2024-00028,동네당구클럽,20240129,"경기도 수원시 권선구 삼천병마로1598번길 12, 2층 (오목천동)",경기도 수원시 권선구 오목천동 313-1,16635.0,37.2453244762,126.9642785705,영업/정상,영업,,2.57,196760.640614971,415936.462737667,,,N,2.57,기타
3760000-101-2023-00152,동네맥주,20230504,"경기도 수원시 권선구 세지로 69, 102호 (세류동)",경기도 수원시 권선구 세류동 862-5,16577.0,37.2581899742,127.0172800666,영업/정상,영업,,28.00,201461.615593749,417363.594163144,,,N,28.0,치킨
3770000-101-2012-00150,동네분식,20120712,경기도 수원시 팔달구 고화로 32-1 (고등동),경기도 수원시 팔달구 고등동 63-13,16445.0,37.2723808254,127.0070494513,영업/정상,영업,,16.56,200552.28875482,418935.14933511,,,N,16.56,치킨
3760000-101-2020-00018,동네빈대떡,20200120,"경기도 수원시 권선구 권중로 74, 1층 (권선동)",경기도 수원시 권선구 권선동 1258-9,16556.0,37.2522657162,127.0302066016,영업/정상,영업,,,202608.385,416704.41,,,N,0.0,기타
3750000-101-2022-00063,동네빈대떡,20220420,"경기도 수원시 장안구 율전로 90-4, 1층 3호 (율전동)",경기도 수원시 장안구 율전동 408-23,16362.0,37.2970745602,126.9685490434,영업/정상,영업,,79.38,197138.785845296,421678.721098301,,상수도전용,N,79.38,한식
5610000-101-1994-00202,동네빈대떡,19940309,"경기도 수원시 영통구 매봉로35번길 8-2, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1204-6,16525.0,37.2713177749,127.052590019,영업/정상,영업,031-211-6114,22.93,204593.049880818,418822.12198468,,,N,22.93,한식
3760000-101-2019-00293,동네술집,20191021,"경기도 수원시 권선구 구운중로 7, 1층상가 (구운동)",경기도 수원시 권선구 구운동 531-2,16408.0,37.275786864,126.9732783001,영업/정상,영업,,.00,197557.335573285,419317.119816613,,,N,0.0,기타
3750000-101-1997-00153,동네아저씨수원성아치,19970129,"경기도 수원시 장안구 서부로2123번길 29 (율전동,2층)",경기도 수원시 장안구 율전동 297-1 2층,16362.0,37.29828638,126.9694318803,영업/정상,영업,031-306-2888,116.92,197216.1758793,421811.399405594,주택가주변,상수도전용,Y,116.92,기타
3770000-101-1998-50009,동네양고기,19980616,경기도 수원시 팔달구 팔달로127번길 8 (화서동),경기도 수원시 팔달구 화서동 71-19,16439.0,37.2801918764,127.0039302471,영업/정상,영업,,24.00,200278.046622899,419803.805461683,주택가주변,상수도전용,N,24.0,한식
3770000-101-2011-00158,동네주막,20110721,"경기도 수원시 팔달구 권광로 270, 1층 (인계동)",경기도 수원시 팔달구 인계동 365 외1필지 1층,16534.0,37.2713077706,127.0359421524,영업/정상,영업,031-212-2777,27.00,203109.386831912,418806.242341891,,,N,27.0,분식
3760000-101-2021-00201,동네짬뽕집,20210628,"경기도 수원시 권선구 금곡로102번길 37, 센트럴프라자B 2층 204호 (금곡동)",경기도 수원시 권선구 금곡동 1086-1,16388.0,37.272514786,126.9417982281,영업/정상,영업,,88.00,194766.64349378,418952.748956612,,상수도전용,N,88.0,중식
3760000-101-2022-00045,동네포차주민 금곡점,20220228,"경기도 수원시 권선구 금곡로197번길 18-24, 호매실애비뉴8번가 1층 108호 (금곡동)",경기도 수원시 권선구 금곡동 1113-3,16391.0,37.2746762493,126.952982852,영업/정상,영업,,65.70,195760.463290905,419192.712739371,,상수도전용,N,65.7,기타
3770000-101-2018-00061,동년왕꼬치 본점,20180406,"경기도 수원시 팔달구 갓매산로55번길 4, 1층 (매산로2가)",경기도 수원시 팔달구 매산로2가 14-4 1층,16455.0,37.2694218136,127.0043054404,영업/정상,영업,,41.03,200309.355635384,418608.792981597,,상수도전용,N,41.03,양식
3760000-101-2015-00242,동대문불닭발엽기떡볶이,20150923,"경기도 수원시 권선구 금곡로102번길 38, 1층 106호 (금곡동)",경기도 수원시 권선구 금곡동 1083-1 1층 106호,16385.0,37.2724667914,126.941178226,영업/정상,영업,031-223-8592,43.29,194713.343458609,418944.229313074,,,N,43.29,분식
5610000-101-2008-00067,동대문수제갈비,20080428,경기도 수원시 영통구 동수원로286번길 7-2 (매탄동),경기도 수원시 영통구 매탄동 1179-7,16549.0,37.2550228263,127.0367750444,영업/정상,영업,031-233-7922,60.78,203191.276596715,417012.350828061,,,N,60.78,한식
3750000-101-2000-00404,동대문엽기떡볶이,20001228,"경기도 수원시 장안구 정자천로173번길 11-10, 뱅뱅프라자동 109호 (정자동)",경기도 수원시 장안구 정자동 876-5 뱅뱅프라자 109호,16334.0,37.295744179,126.9940685921,영업/정상,영업,031-254-9762,36.57,199403.27123928,421530.537176168,아파트지역,상수도전용,N,36.57,한식
3760000-101-2015-00156,동대문엽기떡볶이,20150702,"경기도 수원시 권선구 동수원로242번길 20, 1층 105호 (권선동)",경기도 수원시 권선구 권선동 1297-5 1층 105호,16553.0,37.250421,127.0355741377,영업/정상,영업,031-232-2221,28.04,203086.653728217,416498.420471525,,,N,28.04,한식
5610000-101-2015-00253,동대문엽기떡볶이 망포점,20150806,"경기도 수원시 영통구 영통로102번길 37-18, 1층 (망포동)",경기도 수원시 영통구 망포동 538-3 103호,16692.0,37.239274821,127.0578416451,영업/정상,영업,031-206-8595,63.02,205066.922944876,415266.359517754,,,N,63.02,분식
5610000-101-2006-00025,동대문엽기떡볶이 매탄점,20060227,"경기도 수원시 영통구 매탄로 102 (매탄동,이삭프라자 109호)",경기도 수원시 영통구 매탄동 1261-2 이삭프라자 109호,16545.0,37.2597361227,127.0434787628,영업/정상,영업,031-213-8591,39.59,203788.400444934,417548.025067662,,,N,39.59,한식
3770000-101-2001-00149,동래집 나혜석점,20010830,경기도 수원시 팔달구 권광로180번길 53-26 (인계동),경기도 수원시 팔달구 인계동 1121,16488.0,37.263650382,127.0347824021,영업/정상,영업,031-226-7658,105.15,203015.023565314,417966.405605371,,상수도전용,N,105.15,기타
5610000-101-2000-00396,동막골,20000920,"경기도 수원시 영통구 월드컵로193번길 83, 1층 (원천동)",경기도 수원시 영통구 원천동 28-18,16502.0,37.2754263621,127.0450308655,영업/정상,영업,031-212-6862,84.11,203921.609380196,419270.314085304,,,N,84.11,한식
3770000-101-2022-00015,동막골전집,20220120,"경기도 수원시 팔달구 정조로 789, 1층 (팔달로2가)",경기도 수원시 팔달구 팔달로2가 90-1,16261.0,37.2785582653,127.0164957746,영업/정상,영업,031-309-0123,77.13,201392.074044696,419621.81601023,,상수도전용,N,77.13,한식
3750000-101-2024-00104,동명식당,20240405,"경기도 수원시 장안구 장안로75번길 28, 1층 101호 (정자동)",경기도 수원시 장안구 정자동 73-11,16314.0,37.2907364375,127.001378992,영업/정상,영업,,46.43,200051.818076805,420973.189573677,,,N,46.43,한식
3750000-101-2002-00001,동문시장맨끝집 성균관대점,20020103,경기도 수원시 장안구 화산로233번길 18 (율전동),경기도 수원시 장안구 율전동 295-5,16360.0,37.2990575876,126.9705547823,영업/정상,영업,031-291-3336,82.82,197317.583509392,421898.287696007,주택가주변,상수도전용,N,82.82,한식
3750000-101-2016-00011,동방양꼬치,20160125,경기도 수원시 장안구 파장천로19번길 24 (파장동),경기도 수원시 장안구 파장동 578-4,16348.0,37.3079375272,126.9935016694,영업/정상,영업,,45.50,199354.321286461,422884.330352291,,,N,45.5,한식
3770000-101-2024-00199,동백순대,20240611,"경기도 수원시 팔달구 팔달문로 19, 지동시장 A동 1층 21,22호 (지동)",경기도 수원시 팔달구 지동 402-2 지동시장,16243.0,37.2779218633,127.0195905812,영업/정상,영업,,25.20,201663.984235887,419549.745726055,,상수도전용,N,25.2,한식
3760000-101-2025-00103,동백연화,20250425,"경기도 수원시 권선구 곡선로50번길 5-3, 103호 (곡반정동)",경기도 수원시 권선구 곡반정동 563-1,16671.0,37.2385634265,127.0299421521,영업/정상,영업,,127.93,202586.159344226,415182.96237646,,,N,127.93,기타
5610000-101-2019-00293,동백연화 영통구청점,20190911,"경기도 수원시 영통구 매탄로108번길 48, 삼성프라자Ⅱ 101호 (매탄동)",경기도 수원시 영통구 매탄동 1266-2 삼성프라자Ⅱ 101호,16545.0,37.2596441315,127.0453400796,영업/정상,영업,031-212-2232,91.98,203951.516194295,417525.538219626,,,N,91.98,기타
5610000-101-2008-00186,동백연화 영통역본점,20081218,"경기도 수원시 영통구 청명북로7번길 8-1 (영통동,1층)",경기도 수원시 영통구 영통동 1043-7 1층,16705.0,37.2526918212,127.0787710263,영업/정상,영업,031-205-1558,91.39,206916.443047097,416753.073363593,,,N,91.39,한식
3770000-101-2023-00226,동백카츠 인계점,20230626,"경기도 수원시 팔달구 인계로138번길 8, 수원인계 리슈빌S 1층 104,105호 (인계동)",경기도 수원시 팔달구 인계동 1036-7 수원인계 리슈빌S,16489.0,37.2666878692,127.0324403684,영업/정상,영업,,101.49,202804.635387426,418306.191742676,,상수도전용,N,101.49,기타
3750000-101-2001-00380,동북교자관,20010925,"경기도 수원시 장안구 팔달로247번길 4, 1~2층 (영화동)",경기도 수원시 장안구 영화동 328-13,16270.0,37.2885108218,127.0123932717,영업/정상,영업,031-257-9188,348.91,201026.197915792,420728.938930585,기타,상수도전용,Y,348.91,중식
3760000-101-2010-00116,동북음식점,20100518,"경기도 수원시 권선구 세지로 14 (세류동,1층)",경기도 수원시 권선구 세류동 1111-6 1층,16589.0,37.253412594,127.0150778217,영업/정상,영업,,96.92,201266.731460734,416832.03735518,,상수도전용,N,96.92,한식
5610000-101-2002-00743,동북훠궈양꼬치맛집,20021010,"경기도 수원시 영통구 매탄로100번길 21-1, 201-202호 (매탄동, 골든프라자)",경기도 수원시 영통구 매탄동 1265-1 골든프라자 201호-202호,16545.0,37.2596320404,127.044539461,영업/정상,영업,031-214-5655,169.46,203880.253265604,417522.105963205,,상수도전용,Y,169.46,중식
5610000-101-2000-00235,동산참숯갈비,20000531,"경기도 수원시 영통구 영통로 305, 1층 (매탄동)",경기도 수원시 영통구 매탄동 551-1 옥류탕,16676.0,37.2534405124,127.0615364748,영업/정상,영업,031-216-2772,454.39,205377.470194919,416832.999480542,,,N,454.39,한식
5610000-101-2025-00252,동서재 닭강정 호프&치킨,20250801,"경기도 수원시 영통구 매봉로 37, 1층 (매탄동)",경기도 수원시 영통구 매탄동 1204-4 1층,16525.0,37.2714357206,127.0527923449,영업/정상,영업,,71.35,204611.164364798,418831.623793559,,,N,71.35,일식
3770000-101-2025-00247,동서재닭강정 수원점,20250909,"경기도 수원시 팔달구 팔달문로115번길 30, 1층 101-5호 (지동, 샤인빌)",경기도 수원시 팔달구 지동 477-8 샤인빌,16248.0,37.2830497108,127.028289347,영업/정상,영업,,8.30,202436.84296262,420120.234367614,,상수도전용,N,8.3,한식
3770000-101-2012-00043,동성분식,20120312,경기도 수원시 팔달구 중부대로39번길 6 (지동),경기도 수원시 팔달구 지동 380 102호,16245.0,37.2754865543,127.0214333683,영업/정상,영업,031-256-5470,23.00,201829.367873871,419284.592363043,,,N,23.0,분식
3750000-101-2002-00253,동성전통순대,20020604,경기도 수원시 장안구 송원로86번길 3 (조원동),경기도 수원시 장안구 조원동 750-31,16284.0,37.3022577348,127.0103863044,영업/정상,영업,031-253-4523,31.49,200849.408303429,422251.728918142,주택가주변,상수도전용,N,31.49,분식
5610000-101-2000-00261,동수원갈비,20000829,"경기도 수원시 영통구 영통로 237, 에이스 하이엔드 타워 영통 지하2층 B207~B208호 (신동)",경기도 수원시 영통구 신동 338 에이스 하이엔드 타워 영통,16679.0,37.2486642386,127.0569974878,영업/정상,영업,031-206-2822,154.44,204976.8855243,416307.941867978,,상수도전용,N,154.44,한식
3760000-101-2008-00122,동수원소금구이,20080707,경기도 수원시 권선구 구운로86번길 29 (구운동),경기도 수원시 권선구 구운동 476-10,16407.0,37.2804800142,126.9746105273,영업/정상,영업,031-293-9592,155.00,197674.785203543,419833.843032799,,상수도전용,N,155.0,한식
3770000-101-2018-00081,동수원장례식장,20180426,"경기도 수원시 팔달구 권광로367번길 77, 동수원한방병원 지하1층 (우만동)","경기도 수원시 팔달구 우만동 157-6 동수원한방병원, 지하1층",16494.0,37.2786436587,127.0332801195,영업/정상,영업,031-213-1640,27.50,202876.583390841,419631.202647425,,상수도전용,N,27.5,한식
3770000-101-2022-00352,동신식품,20221027,"경기도 수원시 팔달구 중부대로11번길 14, 1층 (영동)",경기도 수원시 팔달구 영동 13-6,16262.0,37.2759325704,127.0180578959,영업/정상,영업,,82.00,201530.267401062,419330.192228222,,상수도전용,N,82.0,기타
3770000-101-2007-00059,동아리,20070322,경기도 수원시 팔달구 인계로68번길 44 (인계동),경기도 수원시 팔달구 인계동 990-13,16476.0,37.2669974984,127.0241826412,영업/정상,영업,031-222-9097,33.82,202072.037219864,418339.671057248,,상수도전용,N,33.82,한식
3760000-101-2025-00348,동양백반 타임빌라스 수원점,20251124,"경기도 수원시 권선구 세화로 134, 타임빌라스 수원 3층 (서둔동)",경기도 수원시 권선구 서둔동 381 타임빌라스 수원,16621.0,37.2641013965,126.9973705173,영업/정상,영업,,161.75,199673.378589066,418025.547756245,,상수도전용,Y,161.75,한식
5610000-101-2025-00181,동양솥밥 광교엘포트점,20250605,"경기도 수원시 영통구 광교중앙로 145, 광교엘포트아이파크 지하1층 4호 (이의동)",경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크,16508.0,37.2870392797,127.0577089754,영업/정상,영업,,56.57,205049.975071918,420565.686783422,,,N,56.57,한식
3770000-101-2001-60159,동양솥밥 수원역점,20010703,경기도 수원시 팔달구 향교로 7 (매산로1가),경기도 수원시 팔달구 매산로1가 31-7,16455.0,37.2678257026,127.0020038017,영업/정상,영업,031-255-3903,126.93,200106.051803524,418431.64693097,유흥업소밀집지역,상수도전용,Y,126.93,기타
3760000-101-2025-00300,동원C&F,20251023,"경기도 수원시 권선구 세지로112번길 1, Y tower 1층 (권선동)",경기도 수원시 권선구 권선동 951-12 Y tower,16569.0,37.2617955748,127.0195013088,영업/정상,영업,,186.84,201659.874783736,417763.215908158,,,N,186.84,한식
3760000-101-1995-00168,동원바베큐,19950227,"경기도 수원시 권선구 경수대로302번길 7 (권선동,신명아파트 상가 102호)",경기도 수원시 권선구 권선동 1185 신명아파트 상가 102호,16583.0,37.2538159518,127.0211645263,영업/정상,영업,031-221-7137,23.12,201843.217475589,416899.509252031,기타,상수도전용,N,23.12,치킨
3750000-101-1987-00046,동원성,19871127,경기도 수원시 장안구 수성로327번길 12-20 (정자동),경기도 수원시 장안구 정자동 16-1,16311.0,37.2931194314,127.0086403618,영업/정상,영업,031-246-3930,78.46,200695.120577293,421237.779446514,,상수도전용,N,78.46,중식
3750000-101-2011-00008,동이칼국수,20110131,"경기도 수원시 장안구 경수대로 940 (조원동,일호골든타워 203,204호)","경기도 수원시 장안구 조원동 894 일호골든타워 203,204호",16295.0,37.3031494126,127.0080447727,영업/정상,영업,031-245-1223,100.00,200646.555851827,422349.677595296,기타,상수도전용,Y,100.0,한식
5610000-101-2005-00237,동인동 (영통점),20051223,"경기도 수원시 영통구 매탄로108번길 38 (매탄동, 1266-1 메트로프라자 104,105호)","경기도 수원시 영통구 매탄동 1266-1 메트로프라자 104,105호",16545.0,37.259779511,127.0453843753,영업/정상,영업,031-202-4072,57.87,203954.903667054,417539.850712011,,상수도전용,N,57.87,한식
3750000-101-1994-00120,동자설렁탕,19890729,경기도 수원시 장안구 화산로213번길 23 (율전동),경기도 수원시 장안구 율전동 288-3,16417.0,37.2986246878,126.9725210808,영업/정상,영업,031-292-8542,61.22,197494.350846955,421850.443760659,기타,상수도전용,N,61.22,한식
5610000-101-2016-00011,동진참치,20160119,"경기도 수원시 영통구 대학1로58번길 17, 1층 (이의동)",경기도 수원시 영통구 이의동 1263-9 1층,16226.0,37.2986844143,127.0455903683,영업/정상,영업,,56.87,203971.650224959,421856.779871126,,,N,56.87,일식
5610000-101-2004-00111,동창베스트,20040520,경기도 수원시 영통구 매탄로 45 (매탄동),경기도 수원시 영통구 매탄동 1170-4,16546.0,37.2553791046,127.0403024715,영업/정상,영업,031-222-3120,66.58,203500.867430095,417050.946386457,,,N,66.58,한식
3770000-101-2001-60182,동천홍,20010605,경기도 수원시 팔달구 매산로130번길 12 (매교동),경기도 수원시 팔달구 매교동 26-9,16465.0,37.2712779442,127.0150083816,영업/정상,영업,031-224-2888,62.80,201260.763756172,418814.689892039,기타,상수도전용,N,62.8,중식
3770000-101-2004-00352,동촌동샤브칼국수,20041129,경기도 수원시 팔달구 수성로157번길 9 (화서동),경기도 수원시 팔달구 화서동 679-7,16321.0,37.286613143,126.9898766656,영업/정상,영업,031-269-0197,105.60,199030.374769933,420514.413282194,,,N,105.6,한식
3760000-101-2019-00069,동촌샤브샤브(호매실점),20190326,"경기도 수원시 권선구 금곡로212번길 14, 거성빌딩 302호 (금곡동)",경기도 수원시 권선구 금곡동 1118-6 거성빌딩 302호,16397.0,37.2734354456,126.953657312,영업/정상,영업,031-227-8876,99.23,195820.068379057,419056.073965593,,상수도전용,N,99.23,한식
