restaurant_id,name,address,phone,latitude,longitude,category,description,avg_rating,business_hours
819,도야짬뽕 수원매교점,"경기도 수원시 팔달구 정조로 667, 마이온프라자2 1층 102호.103호 (매교동)",,37.2680306883,127.0166646036,중식,,0.0,
820,도야짬뽕 영통구청점,"경기도 수원시 영통구 효원로 387, 풍성프라자 1층 101, 102호 (매탄동)",,37.2592421051,127.0439328356,중식,,0.0,
821,도야짬뽕 영통역점,"경기도 수원시 영통구 봉영로 1590, 밀레니엄 프라자 1층 119호 (영통동)",,37.2527899467,127.0734480502,분식,,0.0,
822,도연관,"경기도 수원시 영통구 봉영로 1613, 1층 105호 (영통동, 영통하우스토리)",,37.2551172915,127.0739311025,한식,,0.0,
823,도우하우 영통직영점,"경기도 수원시 영통구 덕영대로1499번길 79, 타운빌딩 107호 (망포동)",,37.2475233244,127.0532268607,양식,,0.0,
824,도우하우피자,"경기도 수원시 영통구 청명북로 96-8, 1층 일부호 (영통동)",,37.259981054,127.0804446033,양식,,0.0,
825,도움길7080라이브포차,"경기도 수원시 팔달구 정조로 775-3, 지하1층 (팔달로3가)",,37.277043183,127.0163137067,카페,,0.0,
826,도원,"경기도 수원시 영통구 광교중앙로248번길 7-2, 원희캐슬 광교 1층 C-119호 (하동)",,37.291029521,127.0666661168,한식,,0.0,
827,도원,"경기도 수원시 권선구 평동로 91-5, 1층 일부호 (평동)",,37.2590478561,126.9939081569,한식,,0.0,
828,도원,"경기도 수원시 팔달구 행궁로 66, 1층 102호 (팔달로3가)",,37.2768236257,127.015525519,중식,,0.0,
829,도원식당,"경기도 수원시 권선구 세지로66번길 54, 1층 (권선동)",031-232-3303,37.2570391676,127.0202306924,한식,,0.0,
830,도원차이니스,경기도 수원시 팔달구 일월로42번길 8-2 (화서동),,37.2867642245,126.9790342564,중식,,0.0,
831,도은(道垠)간장게장,"경기도 수원시 팔달구 효원로307번길 87, 1층 101호 (인계동, 한화 꿈에그린 효원 102동)",,37.2647932771,127.036602425,한식,,0.0,
832,도이라멘,"경기도 수원시 영통구 월드컵로150번길 26, 링크프라자 101호 (원천동)",,37.278176878,127.05007908,일식,,0.0,
833,도적,경기도 수원시 팔달구 효원로291번길 49-7 (인계동),031-267-4258,37.2635665088,127.0340836867,한식,,0.0,
834,도쿄시장 수원성대점,"경기도 수원시 장안구 율전로108번길 20, 2층 일부호 (율전동)",,37.2987231762,126.9703540298,치킨,,0.0,
835,도쿄시장 수원역점,경기도 수원시 팔달구 향교로 12-1 (매산로1가),031-254-4277,37.2677923977,127.0026581763,한식,,0.0,
836,도키도키(ドキドキ),"경기도 수원시 팔달구 일월로42번길 8-21, 1층 (화서동)",,37.2862001863,126.9799068032,일식,,0.0,
837,도트(DOT),"경기도 수원시 팔달구 화서문로 34-1, 지하1층 (신풍동)",,37.2849569734,127.0118183043,카페,,0.0,
838,도하정,"경기도 수원시 영통구 광교호수공원로 80, 판매이동 B1층 B115호 (원천동, 광교아이파크)",,37.2735819218,127.0602466307,한식,,0.0,
839,도홍중화요리,경기도 수원시 장안구 월드컵로 435 (연무동),031-285-8440,37.2938613335,127.0247694215,중식,,0.0,
840,도화숙성회,"경기도 수원시 권선구 곡선로49번길 40-3, 102호 (곡반정동)",,37.240614154,127.031090691,일식,,0.0,
841,도화중식,"경기도 수원시 영통구 효원로 393, 밀래니엄프라자 1층 121,122,123호 (매탄동)",031-215-7982,37.2591188639,127.0447004326,중식,,0.0,
842,독도는회우리땅,"경기도 수원시 장안구 장안로63번길 33, 1층 102호 (영화동)",031-246-7290,37.289494692,127.0018948665,일식,,0.0,
843,독도쭈꾸미,"경기도 수원시 영통구 매영로345번길 7 (영통동,106호)",,37.252771725,127.0708997024,한식,,0.0,
844,독도참치,경기도 수원시 장안구 서부로2135번길 13 (율전동),031-297-5554,37.2991053796,126.97116374,한식,,0.0,
845,독도참치,"경기도 수원시 장안구 경수대로 935 (송죽동,동양파라곤 106호)",031-256-0666,37.3020492331,127.0079278189,일식,,0.0,
846,독산성족발순대국,"경기도 수원시 장안구 파장로82번길 16 (파장동,외2필지 동영빌딩 106호)",031-271-3773,37.3070952496,126.9925707137,한식,,0.0,
847,돈가네옛날돼지찌게,"경기도 수원시 영통구 신원로 88 (신동,외1필지  디지털엠파이어2 104동 207호)",031-695-7242,37.2469248753,127.0499154114,한식,,0.0,
848,돈가돈,경기도 수원시 권선구 매송고색로 738 (고색동),031-292-5392,37.2517177202,126.9851279755,한식,,0.0,
849,돈가스마을,경기도 수원시 장안구 장안로63번길 45 (영화동),031-243-6060,37.2892938265,127.0012869762,양식,,0.0,
850,돈곰,"경기도 수원시 영통구 신원로 88, 디지털엠파이어2 101동 1층 104호 (신동)",,37.2469248753,127.0499154114,양식,,0.0,
851,돈군네돼지한판,경기도 수원시 팔달구 향교로 59-1 (매산로2가),031-245-9289,37.2698491076,127.0073366493,한식,,0.0,
852,돈까스1985 아주대병원점,"경기도 수원시 영통구 월드컵로 164, 아주대학병원 본관 지하 1층 일부호 (원천동)",,37.2793432963,127.0463045226,양식,,0.0,
853,돈까스브로스 수원정자점,"경기도 수원시 장안구 이목로 24-9, 203호 (정자동)",031-268-8805,37.3093245122,126.9848821127,양식,,0.0,
854,돈까스브로스 장안점,경기도 수원시 장안구 정조로934번길 17 (영화동),031-245-2730,37.2915086023,127.0136488008,일식,,0.0,
855,돈까스여행,"경기도 수원시 권선구 서부로 1640, 1,2층 (고색동)",031-297-6655,37.2552762713,126.9744247585,양식,,0.0,
856,돈까스와친구들,"경기도 수원시 권선구 서부로 1937, 수원 농수산물 종합유통센터 지하1층 푸드코트 일부호 (구운동)",,37.2830135834,126.966696358,분식,,0.0,
857,돈까스짱 매탄시장점,"경기도 수원시 영통구 중부대로246번길 17, 1층 106호 (매탄동)",,37.2741454282,127.042444288,양식,,0.0,
858,돈내고돈먹기,"경기도 수원시 영통구 중부대로256번길 18, 1층 (매탄동)",031-214-9291,37.2738785006,127.0433482607,한식,,0.0,
859,돈돈 김치찌개&찜,"경기도 수원시 권선구 장다리로 60, 1층 101호 일부호 (세류동)",070-239-8101,37.2556958945,127.0201828275,한식,,0.0,
860,돈돈 조원점,"경기도 수원시 장안구 조원로89번길 13, 가동 3호 (조원동, 조원시장)",,37.3003674152,127.015397108,치킨,,0.0,
861,돈돈고추장,경기도 수원시 장안구 조원로 56 (조원동),031-244-1680,37.2988478502,127.0185322987,한식,,0.0,
862,돈돼지족발,경기도 수원시 장안구 조원로89번길 31 (조원동),,37.2998501693,127.0145541768,한식,,0.0,
863,돈마루,"경기도 수원시 영통구 청명남로50번길 13-2, 1층 (영통동)",031-206-1892,37.2534265737,127.0775378047,한식,,0.0,
864,돈만이,경기도 수원시 권선구 세지로12번길 49-29 (세류동),031-221-2836,37.2537583021,127.018063866,한식,,0.0,
865,돈맛탱 수원점,"경기도 수원시 영통구 인계로270번길 7, 1층 103호 (매탄동)",031-216-8989,37.2633189089,127.046930728,한식,,0.0,
866,돈미가,"경기도 수원시 영통구 센트럴타운로 107 (이의동, 광교푸르지오 월드마크204동1-110)",031-216-9293,37.2917110567,127.048836437,한식,,0.0,
867,돈발북수원점,"경기도 수원시 장안구 경수대로 940, 106호 (조원동, 일호골든타워)",031-247-7882,37.3031494126,127.0080447727,한식,,0.0,
868,돈부리인생,"경기도 수원시 영통구 덕영대로1681번길 9, 1층 102호 (영통동)",,37.2481084475,127.0750530291,양식,,0.0,
869,돈불리,"경기도 수원시 영통구 청명로 51, 1층 (영통동)",031-205-4113,37.2519851365,127.0802972497,한식,,0.0,
870,돈사랑,"경기도 수원시 권선구 권선로640번길 13, 1층 (권선동)",,37.2598907903,127.0210245765,한식,,0.0,
871,돈사무소,"경기도 수원시 장안구 팔달로271번길 34, 1층 (영화동)",031-242-2419,37.2908781096,127.0137656792,한식,,0.0,
872,돈선장,"경기도 수원시 권선구 구운로 38, 1층 일부호 (구운동)",031-237-6202,37.2775576467,126.9741909202,치킨,,0.0,
873,돈소금,"경기도 수원시 권선구 호매실로104번길 24-70, 1층 111,112,113호 (호매실동)",,37.259191835,126.9631541444,한식,,0.0,
874,돈소멘,"경기도 수원시 영통구 매영로 57, 1층 (매탄동)",031-215-3599,37.2688614854,127.0490291986,한식,,0.0,
875,돈수백,경기도 수원시 장안구 경수대로 880 (조원동),031-241-7300,37.2990858831,127.0128214736,한식,,0.0,
876,돈스조아,"경기도 수원시 장안구 조원로 100-1 (조원동,1층)",031-251-6674,37.301772019,127.0150157362,분식,,0.0,
877,돈우촌정육점식당,경기도 수원시 영통구 산남로 75 (매탄동),031-211-0271,37.2697542752,127.0491366624,한식,,0.0,
878,돈이네김치찌개,경기도 수원시 권선구 장다리로 128 (권선동),031-224-6954,37.2613226526,127.0229214208,한식,,0.0,
879,돈이닭,경기도 수원시 권선구 탑동로 41 (탑동),,37.2725096633,126.9741470745,치킨,,0.0,
880,돈이복이,"경기도 수원시 권선구 금호로245번길 15, 1층 (구운동)",0507-801-9454,37.276522314,126.9765104867,한식,,0.0,
881,돈짱돈까스짱,"경기도 수원시 장안구 수성로261번길 42, 1층 좌측호 (정자동)",031-247-8879,37.2916764441,126.9998497044,한식,,0.0,
882,돈차르,"경기도 수원시 영통구 신원로 202, 1층 (매탄동)",031-212-3736,37.2537786874,127.0603617615,한식,,0.0,
883,돈천년,경기도 수원시 권선구 매송고색로721번길 2 (고색동),031-295-5556,37.2517727111,126.9832670378,한식,,0.0,
884,돈천년,"경기도 수원시 팔달구 매산로 2-10 (매산로1가,외1필지(1층))",031-256-4077,37.2660697418,127.0024213835,한식,,0.0,
885,돈치킨,"경기도 수원시 팔달구 화양로68번길 61, 1층 (화서동)",031-246-2888,37.2818225509,126.9973203745,치킨,,0.0,
886,돈치킨,"경기도 수원시 권선구 금곡로140번길 29, 상가동 (금곡동, 수원호매실휴먼시아8단지 106호,107호일부)",031-295-9977,37.2723530623,126.9457471391,치킨,,0.0,
887,돈치킨 인계직영점,"경기도 수원시 팔달구 권선로 753, 트윈파크비동 1층 108,109호 (인계동)",,37.2576699733,127.03372531,치킨,,0.0,
888,돈치킨호프,"경기도 수원시 영통구 봉영로1482번길 25, 1층 (영통동)",031-204-1282,37.2452673076,127.0671086835,치킨,,0.0,
889,돈카냉면&파스타,"경기도 수원시 영통구 동수원로507번길 10, 1층 (매탄동)",031-214-3392,37.273221247,127.0458900884,한식,,0.0,
890,돈카츠 마켙 광교점,"경기도 수원시 영통구 센트럴타운로 107, 204동 B1층 B-05호 (이의동, 광교푸르지오 월드마크, 월드스퀘어)",,37.2917159371,127.0477533234,양식,,0.0,
891,돈카츠마켙 장안구청점,경기도 수원시 장안구 정조로945번길 21 (영화동),031-248-7787,37.2912537971,127.0108750578,양식,,0.0,
892,돈카츠한식당,"경기도 수원시 권선구 삼천병마로 1588, 1층 102호 (오목천동)",,37.2441682779,126.9637455547,분식,,0.0,
893,돈통 마늘 보쌈,경기도 수원시 팔달구 향교로 31-2 (매산로2가),031-242-5122,37.2687646175,127.0045014863,한식,,0.0,
894,돈통마늘보쌈 매탄점,"경기도 수원시 영통구 매탄로65번길 5, 1층 (매탄동)",031-221-1717,37.2568786676,127.0411391289,한식,,0.0,
895,돌고래수산,경기도 수원시 권선구 오목천로 161 (고색동),031-297-4988,37.2454391955,126.97785309,일식,,0.0,
896,돌돌말이국수,경기도 수원시 영통구 중부대로 283-5 (원천동),,37.2742796999,127.0468876086,한식,,0.0,
897,돌섬낙지,"경기도 수원시 권선구 경수대로338번길 32, 1층 101,102호 (권선동, 동신쉐르빌 비동)",,37.2561351507,127.0240479875,양식,,0.0,
898,돌쇠와쫄순이,"경기도 화성시 효행구 효행로 241, 남수원씨티프라자 1층 122호 (기안동)",,37.226053054,126.9724069865,한식,,0.0,
899,돌장각,"경기도 수원시 팔달구 덕영대로 924, AK플라자 6층 (매산로1가)",031-240-1684,37.2656360259,127.000033255,한식,,0.0,
900,돌판짜장 짜마 수원행궁동본점,"경기도 수원시 팔달구 화서문로 39, 2층 (장안동)",031-224-5564,37.2852383502,127.0122902948,중식,,0.0,
901,돌하르방식당 수원본점,"경기도 수원시 권선구 금곡로 225, 딜라이트2 1층 123, 124호 (금곡동)",,37.2751534898,126.9548292556,한식,,0.0,
902,돗가비쭈꾸미 화서점,"경기도 수원시 팔달구 수성로157번길 49-4, 1층 (화서동)",,37.2882939711,126.988771004,한식,,0.0,
903,동가네식당,"경기도 수원시 팔달구 중부대로 96-19, 102동 107호 (인계동, 희성 연인 주상복합)",,37.2769646115,127.0281130026,한식,,0.0,
904,동강맑은송어,경기도 수원시 장안구 조원로111번길 39 (조원동),031-245-3545,37.3007004401,127.0130818624,한식,,0.0,
905,동경,경기도 수원시 권선구 경수대로384번길 61 (권선동),031-232-1122,37.2598189088,127.0278140026,중식,,0.0,
906,동경규동 수원SK스카이뷰,"경기도 수원시 장안구 이목로 24-3, SKY PLAZA 1층 103호 (정자동)",,37.3096213713,126.9847446701,일식,,0.0,
907,동경당,"경기도 수원시 영통구 대학1로54번길 11, 1층 (이의동)",031-214-3121,37.2991613599,127.0453844007,한식,,0.0,
908,동궁찜닭,"경기도 수원시 권선구 금곡로197번길 28, 에이스카운티포유 111호 (금곡동)",,37.2747888876,126.9520007153,한식,,0.0,
909,동궁찜닭 권선인계점,"경기도 수원시 권선구 권광로 69, 1층 일부호 (권선동)",,37.2542068584,127.0287285998,한식,,0.0,
910,동궁찜닭 수원정자점,"경기도 수원시 장안구 장안로 99-2, 1층 일부호 (정자동)",,37.2929622368,127.0012289147,한식,,0.0,
911,동근이숯불두마리치킨 수원인계점,"경기도 수원시 팔달구 경수대로 563, 1층 (인계동)",,37.2762502477,127.0298094339,치킨,,0.0,
912,동근이숯불두마리치킨 수원인계점,"경기도 수원시 팔달구 장다리로 195, 엠에스써밋 1층 (인계동)",,37.2674867755,127.0248111588,치킨,,0.0,
913,동근이숯불두마리치킨 수원정자점,"경기도 수원시 장안구 송정로47번길 4, 1층 (송죽동)",,37.2962755132,127.0024594288,치킨,,0.0,
914,동근이숯불두마리치킨(오목고색점),"경기도 수원시 권선구 서수원로183번길 3, 1층 (오목천동)",,37.2431995409,126.9688035542,치킨,,0.0,
915,동네맥주,"경기도 수원시 권선구 세지로 69, 102호 (세류동)",,37.2581899742,127.0172800666,치킨,,0.0,
916,동네분식,경기도 수원시 팔달구 고화로 32-1 (고등동),,37.2723808254,127.0070494513,치킨,,0.0,
917,동네빈대떡,"경기도 수원시 장안구 율전로 90-4, 1층 3호 (율전동)",,37.2970745602,126.9685490434,한식,,0.0,
918,동네빈대떡,"경기도 수원시 영통구 매봉로35번길 8-2, 1층 (매탄동)",031-211-6114,37.2713177749,127.052590019,한식,,0.0,
919,동네양고기,경기도 수원시 팔달구 팔달로127번길 8 (화서동),,37.2801918764,127.0039302471,한식,,0.0,
920,동네주막,"경기도 수원시 팔달구 권광로 270, 1층 (인계동)",031-212-2777,37.2713077706,127.0359421524,분식,,0.0,
921,동네짬뽕집,"경기도 수원시 권선구 금곡로102번길 37, 센트럴프라자B 2층 204호 (금곡동)",,37.272514786,126.9417982281,중식,,0.0,
922,동년왕꼬치 본점,"경기도 수원시 팔달구 갓매산로55번길 4, 1층 (매산로2가)",,37.2694218136,127.0043054404,양식,,0.0,
923,동대문불닭발엽기떡볶이,"경기도 수원시 권선구 금곡로102번길 38, 1층 106호 (금곡동)",031-223-8592,37.2724667914,126.941178226,분식,,0.0,
924,동대문수제갈비,경기도 수원시 영통구 동수원로286번길 7-2 (매탄동),031-233-7922,37.2550228263,127.0367750444,한식,,0.0,
925,동대문엽기떡볶이,"경기도 수원시 장안구 정자천로173번길 11-10, 뱅뱅프라자동 109호 (정자동)",031-254-9762,37.295744179,126.9940685921,한식,,0.0,
926,동대문엽기떡볶이,"경기도 수원시 권선구 동수원로242번길 20, 1층 105호 (권선동)",031-232-2221,37.250421,127.0355741377,한식,,0.0,
927,동대문엽기떡볶이 망포점,"경기도 수원시 영통구 영통로102번길 37-18, 1층 (망포동)",031-206-8595,37.239274821,127.0578416451,분식,,0.0,
928,동대문엽기떡볶이 매탄점,"경기도 수원시 영통구 매탄로 102 (매탄동,이삭프라자 109호)",031-213-8591,37.2597361227,127.0434787628,한식,,0.0,
929,동막골,"경기도 수원시 영통구 월드컵로193번길 83, 1층 (원천동)",031-212-6862,37.2754263621,127.0450308655,한식,,0.0,
930,동막골전집,"경기도 수원시 팔달구 정조로 789, 1층 (팔달로2가)",031-309-0123,37.2785582653,127.0164957746,한식,,0.0,
931,동명식당,"경기도 수원시 장안구 장안로75번길 28, 1층 101호 (정자동)",,37.2907364375,127.001378992,한식,,0.0,
932,동문시장맨끝집 성균관대점,경기도 수원시 장안구 화산로233번길 18 (율전동),031-291-3336,37.2990575876,126.9705547823,한식,,0.0,
933,동방양꼬치,경기도 수원시 장안구 파장천로19번길 24 (파장동),,37.3079375272,126.9935016694,한식,,0.0,
934,동백순대,"경기도 수원시 팔달구 팔달문로 19, 지동시장 A동 1층 21,22호 (지동)",,37.2779218633,127.0195905812,한식,,0.0,
935,동백연화 영통역본점,"경기도 수원시 영통구 청명북로7번길 8-1 (영통동,1층)",031-205-1558,37.2526918212,127.0787710263,한식,,0.0,
936,동북교자관,"경기도 수원시 장안구 팔달로247번길 4, 1~2층 (영화동)",031-257-9188,37.2885108218,127.0123932717,중식,,0.0,
937,동북음식점,"경기도 수원시 권선구 세지로 14 (세류동,1층)",,37.253412594,127.0150778217,한식,,0.0,
938,동북훠궈양꼬치맛집,"경기도 수원시 영통구 매탄로100번길 21-1, 201-202호 (매탄동, 골든프라자)",031-214-5655,37.2596320404,127.044539461,중식,,0.0,
939,동산참숯갈비,"경기도 수원시 영통구 영통로 305, 1층 (매탄동)",031-216-2772,37.2534405124,127.0615364748,한식,,0.0,
940,동서재 닭강정 호프&치킨,"경기도 수원시 영통구 매봉로 37, 1층 (매탄동)",,37.2714357206,127.0527923449,일식,,0.0,
941,동서재닭강정 수원점,"경기도 수원시 팔달구 팔달문로115번길 30, 1층 101-5호 (지동, 샤인빌)",,37.2830497108,127.028289347,한식,,0.0,
942,동성분식,경기도 수원시 팔달구 중부대로39번길 6 (지동),031-256-5470,37.2754865543,127.0214333683,분식,,0.0,
943,동성전통순대,경기도 수원시 장안구 송원로86번길 3 (조원동),031-253-4523,37.3022577348,127.0103863044,분식,,0.0,
944,동수원갈비,"경기도 수원시 영통구 영통로 237, 에이스 하이엔드 타워 영통 지하2층 B207~B208호 (신동)",031-206-2822,37.2486642386,127.0569974878,한식,,0.0,
945,동수원소금구이,경기도 수원시 권선구 구운로86번길 29 (구운동),031-293-9592,37.2804800142,126.9746105273,한식,,0.0,
946,동수원장례식장,"경기도 수원시 팔달구 권광로367번길 77, 동수원한방병원 지하1층 (우만동)",031-213-1640,37.2786436587,127.0332801195,한식,,0.0,
947,동아리,경기도 수원시 팔달구 인계로68번길 44 (인계동),031-222-9097,37.2669974984,127.0241826412,한식,,0.0,
948,동양백반 타임빌라스 수원점,"경기도 수원시 권선구 세화로 134, 타임빌라스 수원 3층 (서둔동)",,37.2641013965,126.9973705173,한식,,0.0,
949,동양솥밥 광교엘포트점,"경기도 수원시 영통구 광교중앙로 145, 광교엘포트아이파크 지하1층 4호 (이의동)",,37.2870392797,127.0577089754,한식,,0.0,
950,동원C&F,"경기도 수원시 권선구 세지로112번길 1, Y tower 1층 (권선동)",,37.2617955748,127.0195013088,한식,,0.0,
951,동원바베큐,"경기도 수원시 권선구 경수대로302번길 7 (권선동,신명아파트 상가 102호)",031-221-7137,37.2538159518,127.0211645263,치킨,,0.0,
952,동원성,경기도 수원시 장안구 수성로327번길 12-20 (정자동),031-246-3930,37.2931194314,127.0086403618,중식,,0.0,
953,동이칼국수,"경기도 수원시 장안구 경수대로 940 (조원동,일호골든타워 203,204호)",031-245-1223,37.3031494126,127.0080447727,한식,,0.0,
954,동인동 (영통점),"경기도 수원시 영통구 매탄로108번길 38 (매탄동, 1266-1 메트로프라자 104,105호)",031-202-4072,37.259779511,127.0453843753,한식,,0.0,
955,동자설렁탕,경기도 수원시 장안구 화산로213번길 23 (율전동),031-292-8542,37.2986246878,126.9725210808,한식,,0.0,
956,동진참치,"경기도 수원시 영통구 대학1로58번길 17, 1층 (이의동)",,37.2986844143,127.0455903683,일식,,0.0,
957,동창베스트,경기도 수원시 영통구 매탄로 45 (매탄동),031-222-3120,37.2553791046,127.0403024715,한식,,0.0,
958,동천홍,경기도 수원시 팔달구 매산로130번길 12 (매교동),031-224-2888,37.2712779442,127.0150083816,중식,,0.0,
959,동촌동샤브칼국수,경기도 수원시 팔달구 수성로157번길 9 (화서동),031-269-0197,37.286613143,126.9898766656,한식,,0.0,
960,동촌샤브샤브(호매실점),"경기도 수원시 권선구 금곡로212번길 14, 거성빌딩 302호 (금곡동)",031-227-8876,37.2734354456,126.953657312,한식,,0.0,
961,동촌샤브칼국수,경기도 수원시 장안구 정자로20번길 27 (천천동),031-269-2292,37.2990629566,126.9798972299,한식,,0.0,
962,동태랑 낙지랑,"경기도 수원시 영통구 매탄로37번길 2, 1층 (매탄동)",,37.255052989,127.0398872168,한식,,0.0,
963,동태랑김치랑,"경기도 수원시 권선구 정조로 583, 1층 (세류동)",,37.2611482012,127.0132802109,한식,,0.0,
964,동태마을,경기도 수원시 장안구 수성로370번길 33-1 (영화동),031-257-6644,37.2924361281,127.0134284678,한식,,0.0,
965,동태찌개 유명한집(본점),"경기도 수원시 장안구 창룡대로207번길 5, 1층 (연무동)",031-253-6265,37.292955357,127.0326727354,한식,,0.0,
966,동트는농가,"경기도 수원시 영통구 광교호수공원로 80, 판매시설비동 2층 219,220,221호일부호 (원천동, 광교아이파크)",,37.2742096004,127.0617882742,한식,,0.0,
967,동틈,"경기도 수원시 영통구 대학3로 7, 광교 나보나 스퀘어 1층 114호 (이의동)",,37.2998423195,127.041984016,일식,,0.0,
968,동해 두루치기,"경기도 수원시 권선구 오목천로152번길 68, 골든프라자 1층 123호 (고색동)",,37.2415456323,126.977958873,한식,,0.0,
969,동해 해물찜,"경기도 수원시 팔달구 동말로38번길 9-16, 1층 (화서동)",031-242-5252,37.2781265903,126.9993866483,한식,,0.0,
970,동해동태찜,경기도 수원시 권선구 세권로304번길 29-1 (권선동),031-239-3606,37.2510285001,127.0364837695,한식,,0.0,
971,동해맛회,경기도 수원시 권선구 세권로 224 (권선동),031-222-9401,37.2544048464,127.0286484307,일식,,0.0,
972,동해물과 아구찜,"경기도 수원시 영통구 효원로 397, 중앙프라자 2층 204호 (매탄동)",031-212-5823,37.2590575448,127.0451631692,양식,,0.0,
973,동해물과아구찜,"경기도 수원시 권선구 수인로 199 (구운동,1층)",031-291-1929,37.2770252852,126.9781425898,한식,,0.0,
974,동해바다,"경기도 수원시 영통구 효원로 397 (매탄동,중앙프라자 10층 1001호)",031-216-3389,37.2590575448,127.0451631692,일식,,0.0,
975,동해바다회,경기도 수원시 장안구 덕영대로497번길 18 (천천동),031-241-9992,37.2996153946,126.9784378829,일식,,0.0,
976,동해볼테기전문점,경기도 수원시 권선구 권중로50번길 53 (권선동),031-226-3883,37.2541102638,127.0293719627,한식,,0.0,
977,동해북어찜,경기도 수원시 권선구 세지로94번길 49-17 (권선동),031-224-7329,37.2600182593,127.0213395362,한식,,0.0,
978,동해수산,"경기도 수원시 팔달구 동말로 72, 화서상가 나동 1층 (화서동)",070-8171-9757,37.2785796774,127.0020908832,일식,,0.0,
979,동해수산,"경기도 수원시 권선구 서수원로523번길 20-7, 1층 (금곡동)",031-292-9062,37.2721131017,126.9581672531,일식,,0.0,
980,동해식당,경기도 수원시 팔달구 향교로47번길 20 (고등동),031-252-5087,37.2700681976,127.0058351306,한식,,0.0,
981,동해장,경기도 수원시 팔달구 세지로 427-3 (우만동),031-246-7801,37.2869188654,127.0311081098,중식,,0.0,
982,동해한정식,"경기도 수원시 팔달구 효원로219번길 36, 2층 (인계동)",031-221-3712,37.2648895369,127.0267560367,한식,,0.0,
983,동해해물코다리,경기도 수원시 장안구 팔달로259번길 5 (영화동),031-257-5799,37.2891174309,127.0130436973,한식,,0.0,
984,동해회관,경기도 수원시 영통구 산남로4번길 6 (매탄동),031-211-4829,37.2639966221,127.0473665098,한식,,0.0,
985,동호간장게장,경기도 수원시 팔달구 장다리로 268 (인계동),,37.2734750489,127.0278189609,한식,,0.0,
986,동화춘,"경기도 수원시 권선구 칠보로 239, 1층 (호매실동)",031-291-1061,37.2699918697,126.9594908003,중식,,0.0,
987,동흥식당,경기도 수원시 팔달구 창룡대로8번길 8 (팔달로1가),031-256-1193,37.281446372,127.0173910269,한식,,0.0,
988,돼가축산,"경기도 수원시 팔달구 효원로249번길 56, 1층 (인계동)",,37.2648673159,127.0302298352,한식,,0.0,
989,돼랑이,경기도 수원시 영통구 산남로 5-1 (매탄동),031-213-4530,37.2643739486,127.0470371881,한식,,0.0,
990,돼봉삼겹살 수원역점,"경기도 수원시 팔달구 향교로 9, 2층 (매산로1가)",031-244-7719,37.2678532654,127.0021276842,치킨,,0.0,
991,돼지각시와연탄불,경기도 수원시 영통구 동수원로507번길 15 (매탄동),031-215-8343,37.2734452052,127.0455278024,한식,,0.0,
992,돼지게티 북수원점,경기도 수원시 장안구 정조로1060번길 11-16 (송죽동),031-242-4249,37.301355735,127.0059012979,분식,,0.0,
993,돼지게티 수원탑동점,"경기도 수원시 권선구 하탑로 52, 1층 103호 (탑동)",,37.269089751,126.9773965728,한식,,0.0,
994,돼지게티 율천점,"경기도 수원시 장안구 서부로 2095, 상가동 1층 102호 (율전동)",,37.2961157734,126.969819457,한식,,0.0,
995,돼지김치두루치기,경기도 수원시 장안구 파장로68번길 40-4 (파장동),031-248-2805,37.3075904656,126.9924432566,한식,,0.0,
996,돼지네엄마밥상,경기도 수원시 권선구 수인로 199 (구운동),031-227-7778,37.2770252852,126.9781425898,한식,,0.0,
997,돼지대첩수원호매실능실마을점,"경기도 수원시 권선구 호매실로90번길 57, 105, 106호 (호매실동)",,37.2581298102,126.9635112711,한식,,0.0,
998,돼지들의이야기,경기도 수원시 팔달구 효원로249번길 51 (인계동),031-224-5059,37.2648119802,127.0299143919,한식,,0.0,
999,돼지복단지,"경기도 수원시 팔달구 경수대로 438, 현대하이엘 112,113호 (인계동)",031-233-5278,37.2652308857,127.0264606682,한식,,0.0,
1000,돼지새마을본부 영통점,경기도 수원시 영통구 영일로21번길 8-17 (영통동),031-206-5392,37.2503109279,127.0759089096,한식,,0.0,
1001,돼지새마을본부 지동점,경기도 수원시 팔달구 세지로 379 (지동),031-251-6511,37.2843065858,127.0270180283,치킨,,0.0,
1002,돼지새마을운동,경기도 수원시 장안구 만석로 165 (송죽동),031-241-9112,37.3020075802,126.9980097639,한식,,0.0,
1003,돼지설명서,"경기도 수원시 영통구 청명남로34번길 3, 플래티넘빌딩 1층 106호 (영통동)",,37.2527719777,127.0759740497,한식,,0.0,
1004,돼지야놀자,경기도 수원시 권선구 세지로 26 (세류동),031-225-6616,37.2543973972,127.0156353369,한식,,0.0,
1005,돼지이야기,"경기도 수원시 팔달구 팔달문로3번길 35 (팔달로1가,외 1필지)",031-255-8292,37.2792027928,127.0176083965,한식,,0.0,
1006,돼지천하,경기도 수원시 장안구 정조로934번길 36 (영화동),031-255-0173,37.2916297164,127.0146069999,한식,,0.0,
1007,돼통령 아주대점,"경기도 수원시 영통구 아주로 6-5, 1층 (원천동)",,37.2754153097,127.0445007864,한식,,0.0,
1008,돼통령 영통구청점,"경기도 수원시 영통구 효원로 383 (매탄동,매탄프라자 107,108호)",031-217-5849,37.2592679731,127.0436281929,치킨,,0.0,
1009,돼통령 영통역점,"경기도 수원시 영통구 반달로 31 (영통동, 1009-3 호원빌딩 101호)",031-202-9255,37.2510773432,127.0759722705,일식,,0.0,
